"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
2305,"NCT04323527","Chloroquine Diphosphate for the Treatment of Severe Acute Respiratory Syndrome Secondary to SARS-CoV2","CloroCOVID19","Recruiting","No Results Available","SARS-CoV Infection|Severe Acute Respiratory Syndrome (SARS) Pneumonia","Drug: Chloroquine diphosphate","Mortality rate reduction of 50% by day 28|Absolute mortality on days 7 and 14|Improvement in overall subject's clinical status assessed in standardized clinical questionnaires on days 14 and 28|Improvement in daily clinical status assessed in standardized clinical questionnaires during hospitalization|Duration of supplemental oxygen (if applicable)|Duration of mechanical ventilation (if applicable)|Absolute duration of hospital stay in days|Prevalence of grade 3 and 4 adverse events|Prevalence of serious adverse events|Change in serum creatinine level|Change in serum troponin I level|Change in serum aspartate aminotransferase level|Change in serum CK-MB level|Change in detectable viral load in respiratory tract swabs|Viral concentration in blood samples|Absolute number of causes leading to participant death (if applicable)","Fundação de Medicina Tropical Dr. Heitor Vieira Dourado|Marcus Vinícius Guimarães de Lacerda|Mayla Gabriela Silva Borba|Wuelton Marcelo Monteiro|Gisely Cardoso de Melo|Fernando Fonseca de Almeida e Val|Felipe Gomes Naveca|Maria Paula Gomes Mourão|Ludmila Abrahão Hajjar|Jorge Souza Mendonça","All","18 Years and older   (Adult, Older Adult)","Phase 2","440","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","CAAE: 30152620.1.0000.0005","March 23, 2020","August 31, 2020","August 31, 2020","March 26, 2020",,"April 15, 2020","Hospital e Pronto Socorro Delphina Rinaldi Abdel Aziz, Manaus, Amazonas, Brazil",,"https://ClinicalTrials.gov/show/NCT04323527"
2306,"NCT04372472","SQuISH-COVID: A Pilot Study",,"Active, not recruiting","No Results Available","Sepsis|COVID-19",,"To demonstrate the performance of the SeptiScan System as a diagnostic marker of life-threatening organ dysfunction caused by a dysregulated host immune response to infection.","Cytovale, Inc.|Biomedical Advanced Research and Development Authority","All","18 Years and older   (Adult, Older Adult)",,"300","Industry|U.S. Fed","Observational","Observational Model: Cohort|Time Perspective: Prospective","CV-CLN-003","April 7, 2020","May 29, 2020","May 29, 2020","May 4, 2020",,"May 4, 2020","Our Lady of the Lake Regional Medical Center, Baton Rouge, Louisiana, United States",,"https://ClinicalTrials.gov/show/NCT04372472"
2307,"NCT04393636","Digital Cardiac Counseling Trial: DCC Trial","DCC","Recruiting","No Results Available","Cardiovascular Diseases|Cardiovascular Risk Factor","Other: Digital cardiac Counseling","MACEs|Mortality|Cardiovascular-related mortality|Covid-19 related mortality|Health-related quality of life|NYHA Functional classification|CCS (Canadian Cardiovascular Society grading of angina pectoris)|Perioperative complications|Hospital length of stay|Time on mechanical ventilation|Smoking status|Anxiety and Depression|Participation in postoperative cardiac rehabilitation|Body-Mass Index (BMI)|Number of participants with unplanned visits|Healthcare costs","Academisch Ziekenhuis Maastricht","All","18 Years and older   (Adult, Older Adult)","Not Applicable","394","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care","NL72754.068.20","June 5, 2020","December 31, 2022","December 31, 2022","May 19, 2020",,"June 9, 2020","Maastricht University Medical Center, Maastricht, Netherlands",,"https://ClinicalTrials.gov/show/NCT04393636"
2308,"NCT04408326","Efficacy and Safety of Angiotensin II Use in Coronavirus Disease(COVID)-19 Patients With Acute Respiratory Distress Syndrome","ACES","Recruiting","No Results Available","COVID|Acute Respiratory Distress Syndrome","Drug: Angiotensin II|Drug: Interleukin-1 receptor antagonist","Proportions of patients with mean arterial pressure ≥ 65 mmHg or an increase of mean arterial pressure ≥10 mmHg at 3 hours|Noradrenaline dose|Sequential Organ Failure Assessment (SOFA) score|RRT-free days|RRT discontinuation|Serum creatinine|PaO2/FiO2 ratio|Mortality|Adverse events|Change in serum C-reactive protein|Change in serum ferritin","Guy's and St Thomas' NHS Foundation Trust|Australian and New Zealand Intensive Care Research Centre|Monash University|Royal Surrey County Hospital NHS Foundation Trust","All","18 Years and older   (Adult, Older Adult)",,"50","Other","Observational","Observational Model: Case-Control|Time Perspective: Retrospective","283005","June 1, 2020","May 1, 2021","May 1, 2021","May 29, 2020",,"June 5, 2020","Guy's & St Thomas' Hospital, London, United Kingdom",,"https://ClinicalTrials.gov/show/NCT04408326"
2309,"NCT04333251","Study Testing Convalescent Plasma vs Best Supportive Care",,"Not yet recruiting","No Results Available","Pneumonia, Interstitial","Biological: high-titer anti-Sars-CoV-2 plasma|Other: oxygen therapy","reduction in oxygen and ventilation support","Baylor Research Institute","All","18 Years and older   (Adult, Older Adult)","Phase 1","115","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","020-123","April 1, 2020","December 31, 2022","December 31, 2022","April 3, 2020",,"April 6, 2020",,,"https://ClinicalTrials.gov/show/NCT04333251"
2310,"NCT04366856","PROne Positioning in coVID-19 Oxygeno-dependent Patients in Spontaneous Ventilation (PROVID Study)","PROVID","Not yet recruiting","No Results Available","COVID|ARDS","Behavioral: 1: Prone positioning|Behavioral: 2: No instruction regarding positioning","Proportion of patients who meet one or both following criteria: need for intubation (for mechanical ventilation), occurrence of death during hospital stay.|Proportion of patients admitted to ICU (for patients included out of ICU)|Days alive and free from non invasive ventilation (NIV) or high flow nasal canula oxygen delivery (HFNC) (for those neither under NIV or HFNC at the time of study inclusion)|Days alive and out of ICU|Days alive and out of hospital|Maximum oxygenotherapy rate during hospital stay [Time Frame: At day28]","Assistance Publique - Hôpitaux de Paris","All","18 Years to 80 Years   (Adult, Older Adult)","Not Applicable","500","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","APHP200504","April 2020","May 2020","July 2020","April 29, 2020",,"April 29, 2020","Département d'Anesthésie Réanimation - Kremlin Bicêtre, Le Kremlin-Bicêtre, France",,"https://ClinicalTrials.gov/show/NCT04366856"
2311,"NCT04377165","Innovative Tool to Limit Spread of SARS-CoV-2 in Residential Aged Care Facilities",,"Not yet recruiting","No Results Available","COVID|Influenza|Gastroenteritis","Behavioral: Gamification|Behavioral: Newsfeed function","To compare the hours of sick leave used over the course of the 4-week period post randomisation for each group|To compare handwashing behaviour|To compare self-testing rates|To compare the level of surface wipe down|To compare number of COVID-19 tests completed in Facilities|To compare the number of COVID 19 infections in facilities|To compare the other types of outbreaks (Flu, gastroenteritis)|To compare the awareness of COVID 19 training available to workers in the facilities|To compare the awareness of PPE training available to workers in the facilities|To compare the levels of PPE material used in|To compare the wellbeing and self-efficacy of the two groups","The University of Queensland","All","18 Years to 90 Years   (Adult, Older Adult)","Not Applicable","9000","Other","Interventional","Allocation: Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","Care Collective Study","May 6, 2020","June 4, 2020","June 4, 2020","May 6, 2020",,"May 6, 2020",,,"https://ClinicalTrials.gov/show/NCT04377165"
2312,"NCT04425850","USEFULNESS of Topic Ivermectin and Carrageenan to Prevent Contagion of Covid 19","IVERCAR","Active, not recruiting","No Results Available","Contagious Pleuropneumonia","Device: iota carrageenan|Drug: Ivermectin","Reduction in contagion|Secondary and or side effects","Eurnekian Public Hospital","All","5 Years and older   (Child, Adult, Older Adult)",,"70","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","IVERCAR","June 1, 2020","August 30, 2020","August 30, 2020","June 11, 2020",,"June 17, 2020","Hospital Eurnekian, Buenos Aires, Argentina",,"https://ClinicalTrials.gov/show/NCT04425850"
2313,"NCT04398147","Phase I/II Clinical Trial of Recombinant Novel Coronavirus Vaccine (Adenovirus Type 5 Vector) in Canada",,"Not yet recruiting","No Results Available","COVID-19","Biological: Recombinant Novel Coronavirus Vaccine (Adenovirus Type 5 Vector)|Biological: Placebo","Incidence of the Solicited AE in all groups|Incidence of Unsolicited AE in all groups|Incidence of Serious adverse events (SAE) in all groups|Geometric mean titer (GMT) of the IgG antibody against SARS-CoV-2 (ELISA method);|Seroconversion rate of the IgG antibody against SARS-CoV-2(ELISA method )|Geometric Mean Increase Ratio (GMI) of the specific antibody against SARS-CoV-2(ELISA method);|Geometric mean titer (GMT) of the neutralizing antibody against SARS-CoV-2(Pseudo-viral neutralization assay)|Seroconversion rate of the neutralizing antibody against SARS-CoV-2(Pseudo-viral neutralization assay)|Geometric mean increase ratio (GMI) of neutralizing antibody against SARS-CoV-2 (Pseudo-viral neutralization assay)|Geometric Mean Titer (GMT) of the neutralizing antibody against adenovirus type 5 vector|Geometric mean increase ratio (GMI) of the neutralizing antibody against adenovirus type 5 vector|cellular immune response by ELISpot|cellular immune response by ICS","CanSino Biologics Inc.|Beijing Institute of Biotechnology|Canadian Center for Vaccinology","All","18 Years to 84 Years   (Adult, Older Adult)","Phase 1|Phase 2","696","Industry|Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Prevention","Ad5-nCoV-2020003","August 1, 2020","December 20, 2021","December 30, 2021","May 21, 2020",,"July 2, 2020","Canadian Center for Vaccinology, Halifax, Canada",,"https://ClinicalTrials.gov/show/NCT04398147"
2314,"NCT03331445","Inhaled Gaseous Nitric Oxide (gNO) Antimicrobial Treatment of Difficult Bacterial and Viral Lung (COVID-19) Infections","NONTM","Active, not recruiting","No Results Available","Respiratory Tract Infections|Corona Virus Infection","Drug: Nitric Oxide 0.5 % / Nitrogen 99.5 % Gas for Inhalation","Measure the safety of 160ppm inhaled nitric oxide delivery in NTM subjects|Measure the effect of 160ppm inhaled nitric oxide delivery on lung spirometry in NTM subjects|Measure the antimicrobial effect of 160ppm inhaled nitric oxide on lung NTM bacterial load in the sputum|Measure the effect of 160ppm inhaled nitric oxide on Quality of Life (CRISS) Score","University of British Columbia|Mallinckrodt","All","14 Years and older   (Child, Adult, Older Adult)","Phase 2","20","Other|Industry","Interventional","Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","NTM-CTP-01: H17-02107","October 24, 2017","December 31, 2020","March 31, 2021","November 6, 2017",,"March 31, 2020","Diamond Centre, Vancouver, British Columbia, Canada",,"https://ClinicalTrials.gov/show/NCT03331445"
2315,"NCT04393415","Using PRP and Cord Blood in Treatment of Covid -19",,"Not yet recruiting","No Results Available","Virus","Combination Product: stem cells","the number of patients with positive covid 19 who will improve after receiving stem cells","Aljazeera Hospital","All","20 Years to 70 Years   (Adult, Older Adult)","Not Applicable","100","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Outcomes Assessor)|Primary Purpose: Supportive Care","covid -19","May 25, 2020","July 25, 2020","August 1, 2020","May 19, 2020",,"May 26, 2020","Aljazeera( Al Gazeera) hospital, Giza, Egypt",,"https://ClinicalTrials.gov/show/NCT04393415"
2316,"NCT04422340","Senior-COVID-Rea Multicentric Survey","SeniorCOVIDRea","Recruiting","No Results Available","COVID-19 Disease, Severe Form","Other: Group1","Evaluation of the impact of age on mortality at 30 days after admission to intensive care","Hospices Civils de Lyon","All","60 Years and older   (Adult, Older Adult)",,"185","Other","Observational","Observational Model: Cohort|Time Perspective: Other","69HCL20_0386","April 1, 2020","August 15, 2020","August 15, 2020","June 9, 2020",,"June 16, 2020","Resuscitation unit at Hospital Emile Roux, Le Puy-en-Velay, France|- Resuscitation unit of the Groupement Hospitalier Nord - Hospices Civils de Lyon, Lyon, France|- Resuscitation unit of the Groupement Hospitalier Sud - Hospices Civils de Lyon, Lyon, France|Resuscitation unit of the Groupement Hospitalier Centre - Hospices Civils de Lyon, Lyon, France|Resuscitation unit of the Groupement Hospitalier Sud - Hospices Civils de Lyon, Lyon, France|Service de Réanimation de l'Hôpital Nord Ouest, Villefranche-sur-Saône, France|Medipole Resuscitation unit, Villeurbanne, France",,"https://ClinicalTrials.gov/show/NCT04422340"
2317,"NCT04448054","Imaging SARS-CoV-2 Involvement of Leptomeninges, Olfactory and Limbic Areas","ICILOLA","Recruiting","No Results Available","Estimate, With the Contribution of Optimized MRI, the Prevalence of Neurological and Neurovascular Manifestations on Imaging in the Event of SARS-CoV-2","Other: MRI","Percentage of patients included with at least one sign of neuromeningeal, neurosensory or neurovascular involvement on MRI imaging with the specific sequences used.","Fondation Ophtalmologique Adolphe de Rothschild","All","18 Years and older   (Adult, Older Adult)",,"100","Other","Observational","Observational Model: Case-Only|Time Perspective: Prospective","2020-A01216-33","May 20, 2020","November 20, 2021","November 20, 2021","June 25, 2020",,"June 29, 2020","Fondation A De Rothschild, Paris, France",,"https://ClinicalTrials.gov/show/NCT04448054"
2318,"NCT04338802","Efficacy and Safety of Nintedanib in the Treatment of Pulmonary Fibrosis in Patients With Moderate to Severe COVID -19",,"Not yet recruiting","No Results Available","COVID-19|Nintedanib|Safety|Effect of Drugs","Drug: Nintedanib 150 MG|Other: Placebo","Changes in forced vital capacity (FVC)|Changes in carbon monoxide dispersion (DLco%)|Changes in the six-minute walk test (6MWT)|Changes in High resolution CT score","Huilan Zhang|Tongji Hospital","All","18 Years to 70 Years   (Adult, Older Adult)","Phase 2","96","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","huilanz Zhang","April 2, 2020","May 4, 2020","August 1, 2020","April 8, 2020",,"April 8, 2020",,,"https://ClinicalTrials.gov/show/NCT04338802"
2319,"NCT04347031","A Study of the Effectiveness of an Off Label Mefloquine Use for the Treatment of Patients With COVID19",,"Active, not recruiting","No Results Available","Pneumonia, Viral|Respiratory Failure","Drug: Mefloquine|Drug: Hydroxychloroquine|Combination Product: Mefloquine + azithromycin + / - tocilizumab|Combination Product: Hydroxychloroquine + azithromycin + / - tocilizumab","1st primary endpoint for group 1|2nd primary endpoint for group 1|1st primary endpoint for group 2|2nd primary endpoint for group 2|1st secondary endpoint for group 1|2nd secondary endpoint for group 1|3d secondary endpoint for group 1|4th secondary endpoint for group 1|5th secondary endpoint for group 1|6th secondary endpoint for group 1|1st secondary endpoint for group 2|2nd secondary endpoint for group 2|3d secondary endpoint for group 2|4th secondary endpoint for group 2|5th secondary endpoint for group 2|6th secondary endpoint for group 2","Burnasyan Federal Medical Biophysical Center","All","18 Years to 60 Years   (Adult)","Phase 2|Phase 3","320","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","FL-01/20","April 8, 2020","August 1, 2020","August 1, 2020","April 15, 2020",,"May 27, 2020","Burnasyan Federal Medical Biophysical Center FMBA of Russia, Moscow, Russian Federation",,"https://ClinicalTrials.gov/show/NCT04347031"
2320,"NCT04264533","Vitamin C Infusion for the Treatment of Severe 2019-nCoV Infected Pneumonia",,"Recruiting","No Results Available","Vitamin C|Pneumonia, Viral|Pneumonia, Ventilator-Associated","Drug: VC|Drug: Sterile Water for Injection","Ventilation-free days|28-days mortality|ICU length of stay|Demand for first aid measuments|Vasopressor days|Respiratory indexes|Ventilator parameters|APACHE II scores|SOFA scores","ZhiYong Peng|Zhongnan Hospital","All","18 Years and older   (Adult, Older Adult)","Phase 2","140","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Outcomes Assessor)|Primary Purpose: Treatment","2020001","February 14, 2020","September 30, 2020","September 30, 2020","February 11, 2020",,"March 10, 2020","Zhongnan Hospital of Wuhan University, Wuhan, Hubei, China",,"https://ClinicalTrials.gov/show/NCT04264533"
2321,"NCT04349592","Qatar Prospective RCT Of Therapy Eliminating Covid Transmission","Q-PROTECT","Not yet recruiting","No Results Available","Covid19","Drug: Hydroxychloroquine + Azithromycin|Drug: Hydroxychloroquine + Placebo|Other: Placebo + Placebo","Proportion of virologically cured (no virus detected) cases at day 6|The dichotomous virologic shedding endpoint as assessed at two weeks after study entry|Quantitative viral load (assessed with each virology testing set)","Hamad Medical Corporation","All","18 Years and older   (Adult, Older Adult)","Not Applicable","456","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","MRC-05-001","April 14, 2020","May 14, 2020","May 30, 2020","April 16, 2020",,"April 16, 2020",,,"https://ClinicalTrials.gov/show/NCT04349592"
2322,"NCT04382508","Coronavirus Infection in Primary or Secondary Immunosuppressed Children and Adults.","ImmunoCOVID","Enrolling by invitation","No Results Available","Immune Suppression|Immune Deficiency|Infection|COVID|Children, Adult","Other: Questionnaire","To describe COVID19 infection in children/adults who are vulnerable for infection in an outpatients setting|Number of children/adults tested positive for COVID19|Number of children/adults admitted in hospital because of COVID19|To assess the impact of COVID19 infection on the daily activities of immunosuppressed adults and children","University Hospital Southampton NHS Foundation Trust|Cambridge University Hospitals NHS Foundation Trust|Alder Hey Children's Hospital|Birmingham Children’s Hospital|Bradford Royal Infirmary|Bristol Royal Hospital for Children|Cardiff and Vale University Health Board|Great North Children's Hospital|Great Ormond Street Hospital for Children NHS Foundation Trust|Oxford University Hospitals NHS Trust|Leeds Teaching Hospitals NHS Trust|Norfolk and Norwich University Hospitals NHS Foundation Trust|Nottingham Children's Hospital|Royal Alexandra Children's Hospital|Royal Hospital for Sick Children, Glasgow|Royal Manchester Children's Hospital|Royal Marsden NHS Foundation Trust|Northern Care Alliance NHS Group|Royal Sussex County Hospital|Sheffield Children's NHS Foundation Trust|St George's University Hospital National Health Service Foundation Trust|Swansae Bay University Health Board|University College London Hospitals|University Hospitals Coventry and Warwickshire National Health Service Trust|East Lancashire Hospitals National Health Service Trust|Imperial College Healthcare National Health Service Trust|National Heatlh Service Ayrshire and Arran",,"Child, Adult, Older Adult",,"1500","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","RHM CHI1061","March 22, 2020","March 21, 2021","March 21, 2021","May 11, 2020",,"May 20, 2020","University Hospital Southampton NHS FT, Southampton, Hampshire, United Kingdom",,"https://ClinicalTrials.gov/show/NCT04382508"
2323,"NCT04373707","Weight-Adjusted vs Fixed Low Doses of Low Molecular Weight Heparin For Venous Thromboembolism Prevention in COVID-19","COVI-DOSE","Recruiting","No Results Available","COVID|Thrombosis|Pulmonary Embolism|Deep Vein Thrombosis","Drug: Enoxaparin","Venous thromboembolism|Major bleeding|Major Bleeding and Clinically Relevant Non-Major Bleeding|Net Clinical Benefit|Venous Thromboembolism at other sites|Arterial Thrombosis|All-Cause Mortality|Factors associated with the risk of venous thromboembolism","Central Hospital, Nancy, France|Ministry of Health, France|Grand Est Region|University Hospital of Saint-Etienne","All","18 Years and older   (Adult, Older Adult)","Phase 4","602","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Prevention","2020-001709-21","May 13, 2020","September 2020","October 2020","May 4, 2020",,"June 23, 2020","Amiens Academic Hospital, Amiens, France|Besançon Academic Hospital, Besançon, France|Brest Academic Hospital, Brest, France|Civil Hospital, Colmar, France|Dijon Academic Hospital, Dijon, France|Marseille Academic Hospital, Marseille, France|Metz-Thionville Regional Hospital, Metz, France|Montpellier Academic Hospital, Montpellier, France|Emile Muller Hospital, Mulhouse, France|Nancy Academic Hospital, Nancy, France|George Pompidou European Hospital, Paris, France|St Etienne Academic Hospital, Saint-Étienne, France|Strasbourg Academic Hospital, Strasbourg, France|Toulouse Academic Hospital, Toulouse, France",,"https://ClinicalTrials.gov/show/NCT04373707"
2324,"NCT04308187","Influence of the COvid-19 Epidemic on STRESS","COVISTRESS","Not yet recruiting","No Results Available","Stress, Psychological",,"Stress|Perception and knowledge of the epidemic|Feeling of information on the part of companies / establishments / governments|Means of protection|Feelings of fear generated and its impact on feelings of stigmatization towards ethnic groups or categories of patients|Sociodemographic factors and lifestyle habits","University Hospital, Clermont-Ferrand|Faculty of Medicine, Clermont-Ferrand, France|UMR CNRS 6024 LaPSCo, Clermont-Ferrand, France|Wittyfit, Paris, France","All","Child, Adult, Older Adult",,"50000","Other","Observational","Observational Model: Cohort|Time Perspective: Cross-Sectional","2020 COVISTRESS","March 11, 2020","March 2022","March 2022","March 13, 2020",,"March 13, 2020","University Hospital, Clermont-Ferrand, Clermont-Ferrand, France",,"https://ClinicalTrials.gov/show/NCT04308187"
2325,"NCT04376034","Convalescent Plasma Collection and Treatment in Pediatrics and Adults",,"Recruiting","No Results Available","COVID19|Coronavirus Infection|Coronavirus|Virus Diseases|RNA Virus Infections","Biological: Convalescent Plasma 1 Unit|Biological: Convalescent Plasma 2 Units|Other: Standard of Care","Plasma Donor|Plasma Recipient","West Virginia University","All","31 Days and older   (Child, Adult, Older Adult)","Phase 3","240","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","2004965705","April 16, 2020","March 30, 2021","March 30, 2021","May 6, 2020",,"May 6, 2020","WVU Medicine, Morgantown, West Virginia, United States",,"https://ClinicalTrials.gov/show/NCT04376034"
2326,"NCT04260594","Clinical Study of Arbidol Hydrochloride Tablets in the Treatment of Pneumonia Caused by Novel Coronavirus",,"Not yet recruiting","No Results Available","2019-nCoV","Drug: Arbidol|Other: basic treatment","Virus negative conversion rate in the first week|Virus negative conversion rate|Antipyretic rate|Symptom relief time|Finger oxygen improvement rate|Disease progression rate|Mortality rate|Incidence of severe adverse reactions|Change curve of peripheral blood lymphocyte count","Jieming QU|Ruijin Hospital","All","18 Years to 75 Years   (Adult, Older Adult)","Phase 4","380","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","Abdrcspc202001","February 7, 2020","July 1, 2020","December 30, 2020","February 7, 2020",,"February 7, 2020",,,"https://ClinicalTrials.gov/show/NCT04260594"
2327,"NCT04409275","LUNG FIBROTIC CHANGES ASSOCIATED WITH SARS-CoV-2 INFECTION","INC-CVD-202001","Recruiting","No Results Available","Pulmonary Fibrosis",,"Pulmonary fibrotic changes, short and medium term|Degree of lung function impairment|Biological markers","Fundación para la Investigación del Hospital Clínico de Valencia","All","18 Years to 90 Years   (Adult, Older Adult)",,"500","Other","Observational","Observational Model: Case-Only|Time Perspective: Prospective","INC-CVD-2020-01","May 21, 2020","December 31, 2020","July 31, 2021","June 1, 2020",,"June 11, 2020","Pulmonary Department. Hospital Clinico., Valencia, Spain",,"https://ClinicalTrials.gov/show/NCT04409275"
2328,"NCT04424355","Magnetic Resonance Imaging to Detect Signs of Viral Pneumonia in Patients With Coronavirus Infection.",,"Recruiting","No Results Available","Coronavirus Infections|Pneumonia","Diagnostic Test: Chest MRI","Number of zones of pulmonary parenchyma corresponding to viral pneumonia detected by chest MRI in comparison with CT scan","Research and Practical Clinical Center for Diagnostics and Telemedicine Technologies of the Moscow Health Care Department","All","18 Years and older   (Adult, Older Adult)",,"115","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","2020-2","May 19, 2020","December 19, 2020","June 20, 2021","June 9, 2020",,"June 16, 2020","Research and Practical Clinical Center for Diagnostics and Telemedicine Technologies of the Moscow Health Care Department, Moscow, Russian Federation",,"https://ClinicalTrials.gov/show/NCT04424355"
2329,"NCT04454606","The New Silicone N99 Half-Piece Respirator",,"Completed","No Results Available","COVID|Personal Protective Equipment","Device: Fit test|Device: Filtration Test","Fit test","Bangkok Metropolitan Administration Medical College and Vajira Hospital","All","18 Years to 60 Years   (Adult)","Not Applicable","43","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","053/2563","May 1, 2020","May 15, 2020","May 31, 2020","July 1, 2020",,"July 1, 2020","Bangkok Metroplitan Administration and Vajira Hospital, Bangkok, Thailand",,"https://ClinicalTrials.gov/show/NCT04454606"
2330,"NCT04411784","PROTECT-ASUC: Covid-19 Pandemic Response Of assessmenT, EndosCopy and Treatment in Acute Severe Ulcerative Colitis","PROTECT-ASUC","Active, not recruiting","No Results Available","Inflammatory Bowel Diseases|COVID",,"Primary outcome measure: The need for in-hospital colectomy or rescue therapy|2.1: Duration and type/route of steroid use|2.2: 30 day colectomy free survival rates|2.3: Covid-19 infection rates|2.4: Rate of Rescue therapy use|2.5: Duration of hospital stay|2.6: Admission severity scoring|2.7: Readmission rates","Hull University Teaching Hospitals NHS Trust","All","16 Years to 100 Years   (Child, Adult, Older Adult)",,"200","Other","Observational","Observational Model: Case-Control|Time Perspective: Retrospective","284030","May 20, 2020","July 2020","July 2020","June 2, 2020",,"June 2, 2020","Gastroenterology, Hull Royal Infirmary, Hull University Teaaching Hospitals NHS Trust, Hull, United Kingdom",,"https://ClinicalTrials.gov/show/NCT04411784"
2331,"NCT04385914","Demographics and Outcomes of COVID 19 in Pregnancy at a Community Based Hospital",,"Not yet recruiting","No Results Available","Corona Virus Infection","Other: COVID positive via testing","Pregnancy Outcome","Atlantic Health System","Female","18 Years to 50 Years   (Adult)",,"200","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","1595116-1","May 2020","September 2020","December 2020","May 13, 2020",,"May 13, 2020",,,"https://ClinicalTrials.gov/show/NCT04385914"
2332,"NCT04427631","Exploring Interventions for Glue Ear During Covid-19","BIG-C","Not yet recruiting","No Results Available","Hearing Impaired Children|Glue Ear|Hearing Loss, Conductive","Device: Bone conduction headphones","acceptability of management strategy, questionnaire|quality of life questionnaire OMQ-14","Cambridgeshire Community Services NHS Trust|Cambridge University Hospitals NHS Foundation Trust","All","3 Years to 11 Years   (Child)","Not Applicable","20","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","262816","June 22, 2020","January 1, 2021","June 1, 2021","June 11, 2020",,"June 11, 2020","Peacock Children's centre. Brookfields Hospital, Cambridge, Cambridgeshire, United Kingdom",,"https://ClinicalTrials.gov/show/NCT04427631"
2333,"NCT04447209","Dietary Diversity of Young Children During CoVID-19 Outbreak: A Longitudinal Study","CoDDYC","Recruiting","No Results Available","Dietary Diversity","Other: Dietary counselling on Food Groups according to IYC Feeding practices, WHO","Minimal Dietary Diversity (MDD) of more than 5 food groups in 24 hours|Height|Weight|Meal frequencies in past 24 hours|Blood hemoglobin in children at the start of study and 4 months later|Serum ferritin in children at the start of study and 4 months later|Consumption of sugar and processed foods|Food Aids received","University of Malaya","All","6 Months to 6 Years   (Child)",,"300","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","2020410-8500","June 6, 2020","December 31, 2020","May 31, 2021","June 25, 2020",,"June 25, 2020","University of Malaya Medical Center, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,"https://ClinicalTrials.gov/show/NCT04447209"
2334,"NCT04350099","Emotional Burden of Healthcare Professionals and Covid Infection 19","Emocovid","Not yet recruiting","No Results Available","Emotionnal Distress; COVID-19","Other: quetionnary","anxiety","University Hospital, Limoges","All","Child, Adult, Older Adult",,"200","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","87RI20_0015/Emocovid","April 15, 2020","December 15, 2020","June 15, 2021","April 16, 2020",,"April 16, 2020","CH Esquirol, Limoges, France|CHU de Limoges, Limoges, France",,"https://ClinicalTrials.gov/show/NCT04350099"
